key;brand;model;4G_bands;EDGE;announced;dimentions;weight_g;SIM;display_resolution;display_size;OS;CPU;GPU;memory_card;internal_memory;RAM;primary_camera;secondary_camera;loud_speaker;audio_jack;bluetooth;GPS;NFC;radio;USB;sensors;battery;colors;approx_price_EUR;img_url
Gigabyte GSmart Rey R3;Gigabyte;GSmart Rey R3;;Yes;2014  March;136 x 66 x 10.5 mm (5.35 x 2.60 x 0.41 in);138;Dual SIM;4.5 inches (~62.2% screen-to-body ratio);480 x 854 pixels (~218 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;8 MP| autofocus| LED flash;VGA;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1800 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-Rey-R3.jpg
Gigabyte GSmart Guru;Gigabyte;GSmart Guru;;Yes;2013  October;-;;Yes;5.0 inches;1080 x 1920 pixels (~441 ppi pixel density);Android 4.2 (Jelly Bean);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544;No;32 GB;2 GB RAM;13 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 2500 mAh battery;Black;440;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-guru.jpg
Gigabyte GSmart Alto A2;Gigabyte;GSmart Alto A2;;Yes;2013  October;-;;Dual SIM;5.0 inches;480 x 854 pixels (~196 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;5 MP| LED flash;VGA;Yes;Yes;3.0;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2000 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-alto-a2.jpg
Gigabyte GSmart Roma R2;Gigabyte;GSmart Roma R2;;Yes;2013  October;-;;Dual SIM;4.0 inches;480 x 800 pixels (~233 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;5 MP| LED flash;VGA;Yes;Yes;3.0;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1400 mAh battery;Black| White| Blue| Red;140;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-roma-r2.jpg
Gigabyte GSmart Aku A1;Gigabyte;GSmart Aku A1;;Yes;2013  July;136 x 67 x 12.4 mm (5.35 x 2.64 x 0.49 in);1477;Dual SIM (Mini-SIM| dual stand-by);4.5 inches (~61.2% screen-to-body ratio);480 x 854 pixels (~218 ppi pixel density);Android 4.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;5 MP| autofocus| LED flash;VGA;Yes;Yes;3.0;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2000 mAh battery;Black| White;150;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-aku-a1.jpg
Gigabyte GSmart Tuku T2;Gigabyte;GSmart Tuku T2;;Yes;2013  July;124 x 63.5 x 11.8 mm (4.88 x 2.5 x 0.46 in);125;Dual SIM (Mini-SIM| dual stand-by);4.0 inches (~57.8% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A5;Adreno 203;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;5 MP| autofocus| LED flash;VGA;Yes;Yes;3.0;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1500 mAh battery;Black| White| Orange| Blue| Green;;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-tuku-t2.jpg
Gigabyte GSmart Maya M1 v2;Gigabyte;GSmart Maya M1 v2;;Yes;2013  June;136 x 67 x 9.7 mm (5.35 x 2.64 x 0.38 in);147;Dual SIM (Mini-SIM| dual stand-by);4.5 inches (~61.3% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Android 4.2.1 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;8 MP| autofocus| dual-LED flash;2 MP;Yes;Yes;3.0;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1700 mAh battery;Gray| White| Red;200;http://cdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-Maya-M1-v2-new.jpg
Gigabyte GSmart Sierra S1;Gigabyte;GSmart Sierra S1;;Class 12;2013  June;145.5 x 72.5 x 8.9 mm (5.73 x 2.85 x 0.35 in);168;Dual SIM (Mini-SIM| dual stand-by);5.0 inches (~65.3% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.2 (Jelly Bean);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;13 MP| autofocus| LED flash;2 MP| 720p;Yes;Yes;3.0;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 2000 mAh battery;Black/White;220;http://cdn2.gsmarena.com/vv/bigpic/GSmart-Sierra-new.jpg
Gigabyte GSmart Simba SX1;Gigabyte;GSmart Simba SX1;;Yes;2013  June;144 x 73 x 9.5 mm (5.67 x 2.87 x 0.37 in);165;Dual SIM (Mini-SIM| dual stand-by| dual active);5.0 inches (~65.6% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.4 GHz Krait;Adreno 305;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;13 MP| autofocus| LED flash;2 MP;Yes;Yes;3.0;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1900 mAh battery;Black/White;260;http://cdn2.gsmarena.com/vv/bigpic/GSmart-Simba-new.jpg
Gigabyte GSmart Maya M1;Gigabyte;GSmart Maya M1;;Yes;2013  April;136 x 67 x 9.7 mm (5.35 x 2.64 x 0.38 in);1505;Dual SIM (Mini-SIM| dual stand-by);4.5 inches (~61.3% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Android 4.1 (Jelly Bean);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;8 MP| autofocus| dual-LED flash;2 MP;Yes;Yes;3.0;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1700 mAh battery;Brown| Brown/White| Brown/Red;220;http://cdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-Maya-M1.jpg
Gigabyte GSmart Rio R1;Gigabyte;GSmart Rio R1;;Yes;2013  April;124.2 x 63.8 x 10.5 mm (4.89 x 2.51 x 0.41 in);1305;Dual SIM (Mini-SIM| dual stand-by);4.0 inches (~57.5% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A5;Adreno 203;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;5 MP| autofocus| LED flash;VGA;Yes;Yes;3.0;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1500 mAh battery;Black| Black/White| Black/Blue| Black/Pink| Black/Yellow;150;http://cdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-Rio-R1.jpg
Gigabyte GSmart GS202;Gigabyte;GSmart GS202;;Yes;2012  December;130.5 x 66.5 x 10.9 mm (5.14 x 2.62 x 0.43 in);1476;Dual SIM (Mini-SIM| dual stand-by);4.3 inches (~60.6% screen-to-body ratio);480 x 800 pixels (~217 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;5 MP| autofocus| LED flash;VGA;Yes;Yes;3.0;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1500 mAh battery;White| Brown;110;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-gs202.jpg
Gigabyte GSmart G1362;Gigabyte;GSmart G1362;;Yes;2012  August;132.5 x 67.7 x 11 mm (5.22 x 2.67 x 0.43 in);155;Dual SIM (Mini-SIM);4.3 inches (~56.8% screen-to-body ratio);480 x 854 pixels (~228 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.2 GHz Cortex-A5;Adreno 203;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;5 MP| autofocus| LED flash;VGA;Yes;Yes;3.0;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1550 mAh battery;Gray| White;210;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-g1362.jpg
Gigabyte GSmart G1355;Gigabyte;GSmart G1355;;Yes;2012  February;129.8 x 69.8 x 11.5 mm (5.11 x 2.75 x 0.45 in);168;Dual SIM (Mini-SIM);4.3 inches (~58.1% screen-to-body ratio);480 x 800 pixels (~217 ppi pixel density);Android 2.3.4 (Gingerbread);800 MHz ARM 11;Adreno 200;microSD  up to 32 GB (dedicated slot);1 GB;512 MB RAM;5 MP| autofocus| LED flash;No;Yes;Yes;2.1| A2DP| EDR;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1500 mAh battery;Gray;190;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-g1355.jpg
Gigabyte GSmart G1345;Gigabyte;GSmart G1345;;Yes;2011  Q2;120 x 62.5 x 13.9 mm (4.72 x 2.46 x 0.55 in);1233;Dual SIM (Mini-SIM| no dual stand-by);3.5 inches (~48.6% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 2.3 (Gingerbread);800 MHz ARM 11;Adreno 200;microSD  up to 32 GB (dedicated slot);512 MB;512 MB RAM;5 MP| autofocus| LED flash;No;Yes;Yes;2.1| A2DP| EDR;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1500 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-g1345.jpg
Gigabyte GSmart G1342 Houston;Gigabyte;GSmart G1342 Houston;;Class 12;2011;121 x 62.5 x 12.5 mm (4.76 x 2.46 x 0.49 in);120;Dual SIM (Mini-SIM);3.5 inches (~48.2% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.0 (Ice Cream Sandwich);800 MHz Cortex-A5;Adreno 200;microSD  up to 32 GB (dedicated slot);1 GB;512 MB RAM;3.15 MP;No;Yes;Yes;3.0| A2DP| EDR;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1500 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/huawei-houston-g1342.jpg
Gigabyte GSmart M3447;Gigabyte;GSmart M3447;;Yes;2011;110 x 59 x 13 mm (4.33 x 2.32 x 0.51 in);95;Dual SIM (Mini-SIM);2.4 inches (~27.5% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;MediaTek MT6268 246 MHz;;microSD  up to 16 GB (dedicated slot);128 MB ROM;64 MB RAM;2 MP;Yes;Yes;No;2.1| A2DP| EDR;No;;No;Yes;;Removable Li-Ion 900 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-M3447.jpg
Gigabyte GSmart G1310;Gigabyte;GSmart G1310;;Class 10;2011  January;113.5 x 60 x 12.9 mm (4.47 x 2.36 x 0.51 in);117;Dual SIM (Mini-SIM);3.2 inches (~44.8% screen-to-body ratio);320 x 480 pixels (~180 ppi pixel density);Android 2.2 (Froyo);528 MHz ARM 11;;microSD  up to 32 GB (dedicated slot);512 MB;256 MB RAM;5 MP| autofocus;No;Yes;Yes;2.1| A2DP| EDR;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Po 1260 mAh battery;Champagne gold| pearl white;10;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-g1310.jpg
Gigabyte GSmart G1317 Rola;Gigabyte;GSmart G1317 Rola;;Yes;2010  November;113.5 x 60 x 13.3 mm (4.47 x 2.36 x 0.52 in);116;Dual SIM (Mini-SIM| dual stand-by);3.2 inches (~42.8% screen-to-body ratio);240 x 400 pixels (~146 ppi pixel density);Android 2.2 (Froyo);528 MHz ARM 11;;microSD  up to 32 GB (dedicated slot);512 MB;256 MB RAM;3.15 MP| LED flash;No;Yes;Yes;2.1| A2DP| EDR;Yes with A-GPS;;Stereo FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1260 mAh battery;Glossy Black| Glossy White;130;http://cdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-rola.jpg
